ID,Date,Amount
5405,20170827,14.96
5405,20171107,66.95
5405,20171215,105.93
5406,20170315,29.99
5407,20170122,19.16
5408,20170122,11.77
5409,20170122,23.98
5409,20170219,14.79
5409,20170404,14.96
5410,20170122,14.37
5411,20170122,14.96
5411,20170122,14.96
5411,20170122,14.79
5412,20170318,138.48
5413,20170131,68.44
5413,20170227,58.66
5413,20170405,75.21
5414,20170122,15.96
5415,20170122,14.37
5416,20170122,6.79
5416,20170225,14.9
5416,20170405,13.97
5416,20170405,13.97
5416,20171024,36.48
5416,20180323,19.99
5416,20180407,5.49
5417,20170122,61.3
5417,20170801,42.26
5417,20180305,35.98
5418,20170122,18.75
5419,20170122,87.64
5419,20170202,30.72
5419,20170317,38.54
5420,20170122,49.97
5420,20170124,84.22
5420,20170210,85.01
5420,20170214,86.4
5420,20170224,88.99
5420,20170308,71.63
5420,20170326,95.91
5420,20170407,125.69
5420,20170417,95.94
5420,20170425,100.6
5420,20170505,103.75
5420,20170512,15.36
5420,20170611,90.18
5420,20170620,76.22
5420,20170627,15.36
5420,20170818,95.98
5420,20170904,99.21
5420,20170918,69.45
5420,20170925,15.49
5420,20171006,87.44
5420,20171118,99.93
5420,20180119,102.93
5420,20180130,131.46
5420,20180131,56.46
5421,20170122,38.51
5422,20170124,11.99
5423,20170122,35.4
5424,20170305,29.77
5424,20171224,26.98
5425,20170122,39.84
5426,20170210,81.8
5426,20170728,72.01
5426,20171113,105.92
5426,20180531,88.78
5427,20170122,13.97
5427,20170518,38.13
5427,20170815,30.72
5427,20170905,43.7
5427,20170917,34.97
5427,20171027,206.38
5428,20170122,37.91
5429,20170122,110.06
5430,20170127,19.76
5431,20170122,11.77
5432,20170122,36.99
5433,20170122,13.97
5434,20170122,76.28
5435,20170122,24.99
5435,20180409,38.97
5435,20180628,20.99
5436,20170122,89.39
5436,20170122,88.39
5436,20170210,114.96
5436,20170514,286.77
5436,20170709,96.58
5436,20170825,120.71
5436,20170908,86.58
5436,20170910,14.96
5436,20171212,113.92
5436,20180202,74.38
5436,20180206,110.04
5436,20180619,127.91
5437,20170122,99.58
5437,20170312,112.7
5437,20170313,114.5
5437,20170424,93.03
5437,20170517,120.71
5437,20170726,202.51
5437,20171214,134.42
5437,20180101,133.91
5437,20180103,76.43
5437,20180303,182.68
5437,20180322,181.36
5437,20180611,84.92
5438,20170122,14.37
5439,20170122,44.74
5439,20170228,14.96
5440,20170122,28.34
5440,20170201,13.97
5440,20170228,23.94
5440,20170923,11.49
5440,20171202,14.49
5440,20180406,16.49
5440,20180630,15.99
5441,20170122,39.76
5442,20170122,14.37
5443,20170122,14.37
5444,20170123,63.05
5444,20170618,38.92
5444,20171101,25.96
5444,20171106,14.49
5444,20171108,58.95
5444,20171211,16.98
5444,20180316,29.97
5444,20180325,12.99
5444,20180414,28.46
5444,20180607,14.47
5444,20180616,15.98
5444,20180626,27.97
5445,20170122,79.46
5445,20180620,15.98
5446,20170122,24.74
5446,20170128,29.73
5447,20170122,16.7
5447,20170211,16.7
5447,20170707,11.77
5447,20170821,10.9
5447,20180403,12.99
5447,20180420,34.66
5448,20170122,68.52
5448,20170623,11.77
5449,20170122,26.73
5450,20170122,21.99
5450,20180522,13.99
5451,20170122,49.97
5452,20170122,14.37
5453,20170122,13.97
5454,20170122,11.77
5455,20170122,11.77
5456,20170122,60.77
5457,20170122,12.49
5458,20170122,70.62
5459,20170122,15.99
5460,20170122,45.69
5460,20170404,11.77
5460,20180301,15.49
5460,20180521,14.42
5460,20180621,29.98
5461,20170122,11.97
5461,20170318,37.65
5462,20170122,11.77
5462,20170428,13.97
5463,20170122,11.77
5464,20170122,43.69
5464,20170227,61.04
5464,20170513,65.76
5465,20170122,37.67
5465,20170216,20.99
5465,20170314,26.97
5466,20170122,28.99
5466,20170624,12.25
5466,20170730,14.96
5466,20170812,14.96
5466,20180121,12.58
5466,20180226,12.58
5466,20180312,9.99
5466,20180325,23.76
5467,20170122,35.76
5468,20170122,40.98
5469,20170122,28.77
5469,20171216,29.99
5469,20180428,11.88
5470,20170122,16.96
5471,20170122,16.36
5472,20170122,84.58
5473,20170122,27.98
5474,20170122,9.98
5474,20170208,15.96
5474,20170317,3.99
5474,20170429,102.36
5474,20171009,37.47
5475,20170122,26.99
5476,20170122,73.82
5477,20170318,11.77
5477,20170402,34.31
5477,20170521,24.74
5477,20170714,114.3
5477,20170901,14.37
5477,20171130,45.46
5477,20171203,33.98
5477,20171210,76.46
5477,20171217,27.48
5477,20171217,23.98
5477,20171217,12.49
5477,20180107,13.49
5477,20180108,22.98
5477,20180109,9.49
5477,20180126,21.98
5477,20180128,20.98
5477,20180211,28.98
5477,20180220,50.54
5477,20180303,26.98
5477,20180309,30.48
5477,20180309,15.49
5477,20180327,11.49
5477,20180330,11.99
5477,20180430,70.97
5477,20180519,27.48
5478,20170122,15.96
5478,20170912,20.98
5478,20170925,25.98
5478,20170926,11.49
5478,20170926,14.99
5478,20171226,25.98
5478,20180420,11.88
5479,20170122,6.49
5480,20170122,36.52
5480,20170211,3.99
5481,20170123,11.77
5482,20170222,15.76
5482,20170623,21
5483,20170129,14.96
5484,20170122,30.96
5484,20170624,14.96
5485,20170122,21.54
5486,20170122,20.75
5487,20170122,25.94
5488,20170122,19.3
5488,20170204,21.74
5488,20170206,11.77
5488,20170206,11.77
5488,20170724,14.37
5488,20170903,19.99
5488,20171209,41.48
5488,20180112,16.49
5488,20180227,32.14
5488,20180319,15.49
5488,20180401,15.49
5488,20180611,27.87
5489,20170122,27.77
5489,20170203,73.46
5489,20170510,117.79
5489,20170522,80.04
5490,20170122,9.97
5491,20170206,14.99
5491,20170513,10.77
5492,20170122,14.79
5493,20170122,9.97
5494,20170128,9.77
5495,20170122,24.99
5496,20170122,50.67
5496,20170728,34.51
5496,20170925,24.48
5497,20170122,11.77
5497,20170426,20.97
5497,20171025,9.49
5497,20180221,17.98
5497,20180420,14.99
5498,20170122,153.06
5498,20170217,202.26
5499,20170220,8.97
5499,20170813,12.97
5499,20170818,12.97
5499,20171005,22.48
5499,20171130,71.46
5500,20170122,38.31
5500,20170211,45.88
5500,20170318,14.96
5500,20171110,37.47
5501,20170122,15.99
5501,20170122,82.7
5502,20170122,11.77
5503,20170122,29.96
5503,20170206,13.97
5503,20170329,22.77
5503,20170628,18.95
5504,20170122,13.97
5505,20170122,26.99
5505,20170220,13.97
5505,20170408,26.54
5506,20170203,24.98
5506,20170327,44.97
5506,20170407,55.98
5506,20171210,11.99
5506,20180201,9.49
5506,20180217,11.99
5506,20180226,26.17
5506,20180601,39.45
5506,20180610,11.99
5507,20170309,10.77
5507,20170330,28.34
5507,20170510,15.96
5508,20170122,30.32
5509,20170123,88.79
5509,20170211,27.13
5509,20170304,80.79
5509,20170702,29.91
5509,20170707,14.79
5509,20170801,35.31
5509,20171010,68.47
5509,20171014,74.46
5509,20171017,27.48
5509,20171024,93.95
5509,20171024,24.48
5509,20180603,48.48
5509,20180605,15.99
5509,20180610,57.63
5510,20170123,61.3
5511,20170122,27.14
5511,20170128,29.99
5511,20170505,14.96
5511,20170602,10.77
5511,20171202,14.49
5512,20170122,11.78
5513,20170122,11.77
5514,20170122,17.9
5515,20170122,9.78
5515,20170205,5.99
5515,20180501,18.01
5516,20170122,46.26
5517,20170122,39.71
5518,20170123,4.79
5519,20170122,11.7
5519,20180614,25.98
5519,20180618,20.98
5520,20170122,36.51
5521,20170122,14.37
5522,20170122,81.24
5523,20170122,11.77
5524,20170227,17.36
5524,20180114,15.49
5524,20180115,19.49
5524,20180522,15.98
5525,20170122,62.87
5525,20170220,11.77
5525,20170310,21.77
5525,20170323,35.31
5525,20170518,24.74
5525,20170817,43.34
5525,20180101,31.48
5526,20170122,49.99
5527,20170122,14.96
5527,20170503,14.96
5527,20170505,14.96
5527,20170511,11.77
5527,20170511,11.77
5527,20170518,15.36
5527,20170724,22.15
5527,20170803,22.54
5527,20170907,4.98
5527,20171004,2.99
5527,20171005,5.98
5527,20171010,12.99
5527,20171010,12.99
5527,20171025,13.99
5527,20171202,13.99
5527,20171223,12.99
5527,20180106,12.99
5527,20180119,14.99
5527,20180206,2.99
5527,20180219,26.99
5527,20180221,19.99
5527,20180314,9.49
5527,20180324,9.49
5527,20180324,28.98
5527,20180325,12.99
5527,20180327,25.98
5527,20180405,12.99
5527,20180502,5.49
5527,20180615,23.97
5528,20170122,4.79
5529,20170122,28.74
5530,20170122,29.33
5531,20170122,14.37
5531,20170203,20.74
5532,20170122,36.35
5533,20170122,14.77
5534,20170122,7.99
5535,20170122,13.97
5536,20170122,55.66
5537,20170122,13.97
5538,20170122,13.97
5539,20170209,14.79
5540,20170122,5.78
5540,20170130,7.98
5540,20171003,9.99
5541,20170122,13.97
5541,20170218,11.77
5541,20170224,13.97
5541,20170326,27.94
5541,20171023,13.99
5542,20170124,12.77
5542,20170207,29.33
5543,20170123,24.99
5543,20180308,21.49
5544,20170122,29.92
5544,20180221,53.36
5545,20170122,9.98
5546,20170122,14.96
5546,20170203,11.77
5546,20170408,11.77
5547,20170122,62.85
5547,20170204,27.14
5548,20170123,14.96
5548,20170404,13.97
5549,20170122,139.98
5549,20170507,139.98
5549,20180405,56.98
5549,20180501,28.49
5550,20170123,48.96
5550,20170123,15.9
5550,20170128,10.77
5550,20170210,18.77
5550,20170304,62.85
5550,20170401,33.74
5550,20170616,82.67
5550,20170726,148.54
5551,20170130,184.24
5551,20170203,13.97
5551,20170203,28.34
5551,20170214,57.67
5551,20170216,55.66
5551,20170218,15.96
5551,20170223,98.1
5551,20170313,112.5
5551,20170320,126.02
5551,20170330,50.11
5551,20170427,38.54
5551,20170519,26.74
5551,20170827,43.89
5551,20170907,29.33
5551,20171115,73.96
5551,20171120,19.99
5551,20171121,21.98
5551,20171228,28.48
5551,20180107,63.47
5551,20180126,45.99
5551,20180517,21.68
5552,20170122,85.59
5553,20170122,71.07
5553,20170202,101.65
5553,20170223,25.94
5553,20170228,62.93
5553,20170319,75.01
5553,20170923,38.47
5553,20171109,62.99
5554,20170122,14.96
5554,20170930,41.47
5554,20180226,25.16
5555,20170130,64.97
5555,20170814,29.58
5555,20171231,26.98
5556,20170122,8.77
5556,20170218,43.73
5556,20170223,84.01
5557,20170122,12.49
5557,20170620,12.25
5558,20170122,34.98
5559,20170122,9.77
5560,20170122,24.99
5560,20170122,21.99
5561,20170122,53.3
5562,20170122,11.7
5563,20170122,42.35
5563,20171104,13.99
5564,20170122,53.99
5564,20170208,21.75
5565,20170220,25.74
5565,20171113,36.99
5565,20171116,29.49
5566,20170122,23.54
5567,20170122,0
5568,20170122,15.36
5568,20170205,28.55
5569,20170122,44.96
5569,20170324,50.96
5569,20171118,37.97
5570,20170122,17.54
5570,20170916,27.48
5571,20170122,41.77
5572,20170122,30.97
5572,20170302,57.67
5572,20170318,14.96
5572,20170414,14.96
5573,20170122,15.36
5573,20170125,13.97
5573,20170722,6.79
5573,20180123,9.99
5574,20170125,14.37
5574,20170203,14.37
5574,20170217,9.98
5574,20180414,40.86
5574,20180503,36.36
5574,20180621,14.42
5575,20170122,9.97
5575,20170604,13.77
5575,20170623,21.54
5575,20170730,13.97
5575,20170818,4.79
5575,20170920,11.49
5575,20170923,46.48
5575,20171103,27.99
5575,20171107,33.99
5575,20171128,31.98
5575,20171211,22.98
5575,20171219,16.99
5575,20171229,8.49
5575,20171229,19.99
5575,20180307,15.49
5575,20180609,18.47
5576,20170122,49.97
5577,20170131,23.54
5577,20170728,28.73
5578,20170122,42.69
5578,20170130,12.49
5579,20170122,28.13
5580,20170122,21.97
5580,20170203,13.99
5580,20170910,35.48
5580,20171001,36.99
5581,20170122,30.73
5581,20170322,44.09
5582,20170123,29.99
5583,20170122,29.77
5584,20170122,30.72
5585,20170122,15.36
5585,20170503,6.79
5585,20170803,12.77
5585,20170826,11.78
5586,20170122,8.97
5587,20170122,48.79
5588,20170122,11.99
5588,20171122,12.49
5589,20170122,11.77
5590,20170123,24.98
5590,20170203,12.49
5591,20170122,16.76
5592,20170122,55.06
5592,20170403,31.52
5593,20170204,17.9
5594,20170122,19.99
5594,20170329,21.99
5594,20170410,10.77
5594,20170504,13.97
5594,20170601,26.73
5594,20170727,11.77
5594,20180606,26.48
5595,20170122,12.49
5595,20170322,20.86
5595,20170410,14.37
5596,20170122,38.5
5597,20170122,30.36
5598,20170122,36.1
5599,20170122,27.85
5600,20170122,93.44
5600,20170311,28.93
5600,20170607,45.28
5600,20170620,26.14
5600,20171112,25.98
5600,20171122,12.99
5600,20171130,25.98
5600,20171208,27.98
5600,20171213,85.94
5600,20180128,60.95
5600,20180130,100.42
5600,20180304,81.04
5600,20180320,49.47
5600,20180328,25.87
5600,20180401,40.97
5600,20180402,27.99
5600,20180403,59.04
5600,20180511,43.97
5600,20180531,58.73
5600,20180603,34.47
5601,20170123,18.7
5601,20170306,10.77
5601,20170318,21.78
5601,20170414,15.96
5601,20170415,15.96
5601,20171027,12.99
5601,20180313,14.49
5602,20170122,15.9
5603,20170122,20.3
5603,20170131,20.3
5604,20170122,11.77
5605,20170122,29.99
5606,20170122,15.9
5606,20170329,79.99
5606,20170407,47.2
5606,20170424,38.92
5606,20170512,30.32
5606,20170624,30.4
5606,20170911,12.99
5606,20180517,32.98
5607,20170122,13.76
5607,20170210,11.77
5608,20170210,29.33
5608,20170322,61.85
5608,20170423,68.45
5608,20170511,79.4
5608,20170703,75.41
5608,20171022,104.43
5608,20180222,48.96
5608,20180225,55.85
5608,20180601,100.45
5609,20170122,15.36
5610,20170122,122.69
5610,20170126,79.11
5610,20170130,65.78
5610,20170303,107.42
5610,20170310,61.88
5610,20170401,16.99
5610,20170427,154.92
5610,20170430,50.27
5610,20170506,107.54
5610,20170518,61.93
5610,20170731,67.18
5610,20171105,33.98
5610,20171106,97.42
5610,20171107,55.96
5610,20171210,39.97
5610,20180115,100.45
5610,20180126,117.92
5610,20180128,28.48
5610,20180311,17.99
5610,20180329,61.34
5610,20180520,79.45
5610,20180606,26.48
5610,20180618,26.3
5611,20170122,42.09
5612,20170122,14.37
5613,20170122,78.04
5614,20170122,6.79
5614,20170127,11.77
5614,20170219,4.79
5614,20170219,13.97
5614,20170517,15.36
5614,20170524,14.96
5614,20171007,12.99
5615,20170122,43.7
5616,20170122,15.36
5616,20170308,15.36
5617,20170127,38.72
5618,20170311,10.7
5618,20170823,33.86
5618,20170910,34.49
5618,20171208,47.97
5618,20171230,15.49
5618,20180108,32.48
5618,20180612,22.49
5619,20170122,14.96
5620,20170314,11.77
5621,20170122,15.9
5622,20170210,99.99
5622,20170304,44.98
5623,20170122,20.99
5623,20170207,14.37
5624,20170122,40.5
5624,20170407,30.54
5624,20170420,21.54
5625,20170122,10.77
5626,20170122,15.36
5627,20170126,35.92
5628,20170122,22.77
5628,20180206,27.98
5629,20170122,15.36
5630,20170122,9.77
5631,20170122,30.76
5631,20170528,120.95
5631,20170630,71.22
5631,20171009,11.49
5631,20171013,13.99
5631,20171021,53.96
5631,20171027,47.97
5632,20170129,9.97
5633,20170122,12.49
5634,20170122,37.98
5634,20170210,32.92
5634,20170215,23.97
5634,20170818,11.77
5634,20170928,25.98
5634,20171015,28.98
5634,20180224,30.48
5635,20170122,26.77
5636,20170122,64.24
5637,20170123,26.16
5638,20170122,9.98
5639,20170124,13.97
5639,20170131,4.79
5640,20170122,39.98
5641,20170123,88.77
5642,20170123,29.33
5642,20171229,25.98
5643,20170122,59.99
5644,20170127,33.72
5645,20170122,17.9
5645,20170819,27.77
5645,20180503,11.88
5646,20170123,25.74
5647,20170123,50.74
5647,20170820,11.77
5648,20170123,9.98
5648,20170817,12.77
5648,20180525,25.48
5649,20170123,91.8
5649,20170526,133.69
5649,20170624,13.37
5649,20170726,83.71
5649,20170810,11.77
5649,20170917,42.47
5649,20171016,38.47
5649,20180413,134.78
5650,20170127,14.96
5651,20170123,17.9
5651,20170423,12.49
5651,20180309,37.96
5652,20170123,11.77
5653,20170123,13.97
5654,20170125,35.31
5655,20170123,50.97
5656,20170123,14.96
5657,20170123,108.76
5657,20171208,95.93
5657,20171209,12.99
5657,20171210,22.99
5657,20180101,13.99
5657,20180328,107.59
5657,20180417,36.34
5658,20170123,15.36
5658,20170302,115.45
5658,20170725,32.46
5658,20170829,44.69
5658,20170917,44.47
5658,20171010,29.98
5658,20180227,38.86
5658,20180303,69.85
5658,20180303,41.47
5658,20180309,50.96
5658,20180327,28.47
5658,20180327,30.48
5658,20180327,28.98
5658,20180401,19.99
5658,20180401,23.98
5658,20180429,43.97
5658,20180429,42.4
5659,20170123,19.99
5660,20170123,15.36
5660,20170428,49.7
5660,20170611,30.92
5661,20170123,32.75
5661,20170428,29.92
5661,20170506,14.96
5661,20180310,13.99
5662,20170130,28.33
5663,20170123,41.09
5664,20170123,41.5
5665,20170124,38.9
5665,20170322,41.52
5665,20170421,38.9
5665,20170725,43.53
5665,20170908,46.11
5665,20171107,39.97
5665,20171224,42.97
5666,20170123,10.97
5667,20170123,55.06
5667,20170303,33.52
5668,20170123,37.91
5668,20170403,23.54
5668,20170717,23.54
5668,20180104,13.99
5668,20180118,28.48
5669,20170123,32.93
5669,20170630,92.23
5669,20180422,112.82
5670,20170123,73.3
5670,20170130,33.73
5670,20170221,33.31
5670,20170702,34.91
5670,20170820,51.27
5670,20171022,40.97
5670,20180228,46.47
5671,20170123,35.31
5671,20170202,35.31
5671,20170618,23.54
5671,20170804,7.98
5671,20171010,7.49
5671,20171015,4.49
5671,20180319,9.99
5671,20180420,9.99
5672,20170123,81.84
5672,20171012,74.44
5672,20171109,79.45
5673,20170123,11.77
5674,20170123,23.54
5674,20170224,44.88
5675,20170123,7.98
5676,20170123,14.37
5677,20170123,154.92
5677,20170521,17.7
5677,20170817,137.14
5677,20171018,62.96
5677,20180201,169.38
5678,20170123,31.76
5679,20170123,15.76
5680,20170123,17.9
5681,20170123,40.51
5682,20170123,52.47
5682,20170223,52.72
5682,20170511,117.5
5682,20180111,75.96
5683,20170123,11.77
5684,20170123,45.89
5685,20170123,18.99
5686,20170123,23.96
5687,20170123,14.37
5687,20171209,29.98
5687,20180324,26.98
5687,20180522,15.49
5688,20170123,62.29
5689,20170123,32.95
5689,20170414,14.79
5689,20170708,25.34
5689,20171014,35.47
5690,20170123,14.79
5690,20180305,12.58
5690,20180417,11.88
5691,20170123,37.47
5692,20170123,15.76
5693,20170123,19.75
5694,20170123,9.77
5695,20170224,45.52
5695,20170306,74.6
5695,20170306,26.74
5695,20170723,28.26
5695,20170728,43.54
5695,20170826,37.4
5695,20180604,29.98
5695,20180612,25.98
5696,20170123,32.72
5697,20170123,12.77
5698,20170123,15.97
5698,20170202,14.96
5698,20170202,16.7
5698,20170213,31.92
5698,20170518,26.74
5698,20180203,45.46
5698,20180505,34.96
5699,20170123,14.99
5700,20170206,32.6
5701,20170123,64.84
5701,20170227,13.97
5701,20170527,14.79
5701,20171125,51.96
5701,20180116,10.49
5701,20180308,11.88
5701,20180530,66.99
5702,20170123,14.79
5702,20170724,28.18
5702,20171003,19.49
5703,20170123,44.29
5704,20170123,25.14
5704,20170509,19.99
5705,20170125,5.99
5705,20170410,32.2
5705,20170803,9.77
5706,20170123,38.31
5707,20170123,40.95
5708,20170123,12.49
5708,20170202,24.98
5708,20170213,41.71
5708,20170217,57.46
5708,20170321,12.49
5708,20170403,37.47
5708,20170625,13.97
5708,20170630,36.74
5709,20170123,8.77
5710,20170123,13.97
5710,20170127,25.74
5710,20170131,27.94
5710,20170411,10.77
5710,20170514,13.77
5710,20171029,5.99
5710,20171113,32.47
5710,20171230,26.98
5710,20180130,30.48
5711,20170123,18.99
5711,20170530,18.1
5711,20170606,36.2
5711,20170826,34.31
5711,20171207,47.96
5711,20171210,57.96
5711,20180202,11.49
5711,20180209,47.96
5711,20180601,33.98
5712,20170123,16.36
5712,20170208,28.7
5712,20170603,28.97
5712,20170624,16.7
5712,20170726,28.97
5712,20170904,28.97
5712,20170908,16.7
5712,20171108,15.49
5713,20170123,17.9
5713,20170625,28.33
5713,20170723,21.75
5713,20170906,30.51
5714,20170123,26.73
5715,20170123,31.76
5715,20170124,23.74
5716,20170123,19.99
5717,20170123,141.85
5718,20170123,28.93
5718,20170304,28.93
5719,20170123,23.94
5719,20170124,6.79
5720,20170123,14.37
5720,20170707,14.37
5720,20170916,12.99
5720,20171027,12.99
5720,20171211,14.49
5721,20170123,29.33
5721,20170830,13.97
5721,20180515,11.88
5722,20170130,39.51
5722,20170316,39.74
5722,20170829,36.71
5722,20170923,35.97
5722,20171028,25.47
5723,20170209,16.36
5723,20170323,30.19
5723,20170401,54.19
5723,20170408,15.36
5723,20170506,13.97
5724,20170123,12.78
5724,20170301,15.57
5725,20170123,105.22
5725,20170403,46.5
5725,20170519,46.88
5725,20171112,27.98
5725,20180601,26.48
5726,20170123,44.88
5727,20170123,25.3
5727,20170420,14.37
5728,20170123,40.46
5729,20170123,14.96
5730,20170123,24.99
5730,20170225,34.97
5730,20170225,19.99
5731,20170123,21.54
5731,20170224,113.99
5731,20170824,109.62
5731,20171201,175.38
5731,20171201,62.98
5731,20180218,163.48
5731,20180219,29.98
5731,20180313,153.74
5731,20180401,13.99
5731,20180409,35.98
5731,20180507,117.44
5732,20170123,17.54
5733,20170123,11.77
5733,20170429,11.77
5733,20170924,11.49
5733,20171016,12.99
5733,20171110,12.99
5733,20180327,35.86
5734,20170123,31.75
5735,20170123,8.97
5735,20180127,14.99
5735,20180623,24.87
5736,20170123,8.77
5736,20170219,12.97
5736,20170908,31.32
5736,20170924,12.49
5736,20171208,16.49
5736,20180310,12.99
5737,20170123,10.77
5738,20170123,12.49
5738,20170204,24.48
5738,20180319,12.49
5739,20170123,80.8
5739,20170525,22.74
5740,20170127,20.97
5740,20170214,14.37
5740,20171017,25.98
5740,20171208,12.99
5740,20180108,29.98
5740,20180228,72.32
5740,20180514,71.34
5741,20170123,15.36
5741,20170124,14.96
5741,20170309,31.92
5741,20170416,15.36
5741,20170417,14.96
5741,20170516,14.96
5741,20170615,14.96
5741,20170701,15.96
5742,20170123,31.27
5743,20170123,44.1
5743,20170309,27.94
5743,20171207,87.94
5744,20170123,13.97
5745,20170123,15.36
5745,20170922,18.97
5746,20170123,202.58
5747,20170123,69.07
5747,20170201,142.91
5747,20170209,48.7
5747,20170209,14.96
5747,20180102,48.96
5747,20180204,73.95
5748,20170123,82.96
5748,20180420,118.33
5749,20170123,38.5
5749,20170310,40.7
5749,20170902,26.73
5749,20171113,22.48
5749,20171205,26.48
5749,20171205,13.99
5749,20180129,37.86
5749,20180314,12.58
5749,20180404,64.24
5749,20180503,41.97
5750,20170123,19.77
5751,20170217,29.99
5752,20170224,141.7
5753,20170219,14.37
5754,20170123,27.77
5754,20170628,27.77
5755,20170123,13.97
5755,20170429,14.96
5755,20171215,23.99
5755,20180622,37.47
5755,20180624,37.47
5756,20170123,39.71
5756,20170917,43.97
5756,20180202,14.49
5756,20180213,16.49
5756,20180306,60.46
5756,20180327,30.47
5757,20170123,10.77
5758,20170123,11.77
5759,20170123,17.9
5760,20170123,23.74
5760,20170131,12.99
5760,20171005,12.99
5760,20171019,14.49
5761,20170123,28.74
5761,20170725,11.95
5762,20170312,14.37
5762,20170815,13.97
5762,20171204,12.99
5762,20171215,29.97
5763,20170123,24.14
5764,20170123,9.77
5764,20171027,9.49
5765,20170123,19.99
5765,20170128,59.45
5765,20170312,14.77
5765,20170403,77.22
5765,20170805,64.92
5765,20170820,114.98
5766,20170124,53.5
5766,20170429,11.77
5766,20170520,15.96
5767,20170123,37.54
5767,20170208,42.09
5767,20170211,11.77
5767,20170214,15.36
5768,20170123,52.99
5769,20170123,8.77
5770,20170123,35.91
5771,20170123,44.93
5772,20170125,40.1
5772,20170317,54.67
5772,20170529,56.07
5772,20171109,34.98
5772,20180123,33.86
5773,20170123,37.98
5774,20170123,12.49
5775,20170123,14.37
5775,20170903,74.03
5775,20180616,25.16
5776,20170123,10.77
5777,20170123,14.37
5778,20170123,14.39
5779,20170123,124.69
5779,20170221,147.4
5779,20170629,124.51
5780,20170123,13.97
5781,20170123,6.79
5781,20170210,15.96
5782,20170207,12.49
5782,20170213,37.48
5782,20171009,38.47
5783,20170123,42.93
5783,20170204,59.97
5783,20170208,19.99
5783,20170321,9.99
5783,20170406,24.98
5783,20170416,13.99
5783,20170419,15.7
5784,20170123,57.27
5784,20170310,43.09
5784,20170324,57.92
5784,20170514,37.51
5784,20170619,41.1
5784,20170715,46.1
5784,20170827,25.94
5784,20171125,55.96
5784,20180126,36.97
5784,20180515,34.99
5785,20170123,17.7
5786,20170123,14.7
5787,20170127,14.3
5787,20170622,9.97
5787,20171129,39.96
5788,20170123,14.37
5789,20170123,11.97
5790,20170123,26.73
5791,20170130,38.9
5791,20171113,35.48
5792,20170123,67.53
5793,20170123,58.62
5793,20171025,94.92
5794,20170123,28.76
5794,20180318,30.14
5794,20180324,23.48
5794,20180330,25.48
5795,20170123,112.31
5795,20170123,141.2
5795,20170510,84.08
5796,20170123,3.99
5797,20170223,50.97
5798,20170123,27.74
5798,20170125,28.74
5799,20170123,23.97
5800,20170123,55.8
5801,20170123,16
5802,20170123,29.16
5803,20170123,9.98
5803,20170131,9.98
5803,20170516,14.79
5803,20170722,12.25
5804,20170123,66.62
5804,20170420,99.27
5804,20170607,17.7
5804,20170902,43.09
5804,20170921,31.49
5804,20171109,39.49
5804,20171126,18.49
5804,20171127,48.47
5804,20171202,38.97
5804,20171219,17.49
5804,20180127,113.98
5804,20180208,11.02
5804,20180323,78.47
5804,20180419,47.96
5804,20180623,25.98
5805,20170123,211.83
5806,20170123,14.79
5807,20170123,27.94
5808,20170123,239.7
5808,20170507,29.51
5808,20170710,86.69
5808,20180117,21.7
5808,20180117,24.7
5808,20180519,11.49
5809,20170123,12.49
5810,20170123,30.72
5811,20170123,17.36
5811,20180408,42.47
5811,20180505,23.76
5812,20170123,28.74
5813,20170123,49.31
5814,20170123,14.37
5814,20170205,18.99
5814,20170303,38.84
5814,20170311,28.34
5814,20170426,28.34
5815,20170204,35.7
5816,20170123,56.66
5817,20170123,23.14
5818,20170123,11.78
5819,20170123,11.77
5820,20170126,44.88
5820,20170501,39.73
5821,20170126,68.65
5822,20170123,72.07
5822,20170128,14.37
5822,20170327,81.27
5823,20170124,15.36
5823,20170124,15.36
5824,20170123,14.96
5824,20171004,14.49
5825,20170123,90.9
5826,20170123,22.34
5826,20170210,26.14
5826,20170318,28.06
5827,20170123,14.96
5827,20170209,28.48
5827,20170708,21
5827,20171201,19.99
5827,20180521,39.97
5828,20170123,25.74
5828,20170221,11.77
5828,20170412,5.77
5829,20170123,13.97
5830,20170123,15.99
5831,20170123,24.54
5832,20170123,13.97
5833,20170123,14.37
5834,20170123,14.37
5835,20170124,153.76
5835,20170808,11.77
5835,20170908,112.72
5835,20170929,12.99
5835,20171224,56.46
5835,20180209,251.41
5835,20180421,85.71
5836,20170123,14.37
5837,20170208,119.55
5838,20170123,43.08
5839,20170123,70.45
5839,20170626,71.45
5840,20170123,5.99
5841,20170123,17.96
5842,20170213,40.7
5842,20170220,14.79
5842,20170508,27.13
5842,20170604,14.98
5842,20170713,14.79
5842,20170720,14.37
5843,20170125,13.77
5844,20170217,66.96
5844,20170627,30.6
5844,20171003,30.6
5845,20170123,41.91
5845,20170530,47.71
5845,20171020,69.96
5845,20180414,64.17
5845,20180604,71.45
5846,20170123,13.97
5846,20170215,24.74
5847,20170123,37.96
5847,20170128,58.95
5847,20170303,28.93
5847,20170415,46.93
5847,20170426,21.99
5847,20170516,49.31
5847,20170611,38.91
5847,20170623,42.31
5847,20170822,27.94
5847,20170827,44.3
5847,20170915,27.98
5847,20171101,53.96
5847,20171126,39.97
5847,20171205,52.46
5847,20180116,59.47
